game_id,week,date,home_id,away_id,home_score,away_score,district_game,neutral
w06-dist-southland-wilson,6,2026-10-02,southland,wilson,,,true,false
w06-dist-sterling-city-water-valley,6,2026-10-02,sterling-city,water-valley,,,true,false
w06-dist-throckmorton-woodson,6,2026-10-02,throckmorton,woodson,,,true,false
w06-dist-white-deer-wildorado,6,2026-10-02,white-deer,wildorado,,,true,false
w06-dist-whiteface-whitharral,6,2026-10-02,whiteface,whitharral,,,true,false
w07-dist-abbott-gholson,7,2026-10-09,abbott,gholson,,,true,false
w07-dist-amherst-hart,7,2026-10-09,amherst,hart,,,true,false
w07-dist-anton-hart,7,2026-10-09,anton,hart,,,true,false
w07-dist-apple-springs-high-island,7,2026-10-09,apple-springs,high-island,,,true,false
w07-dist-aquilla-penelope,7,2026-10-09,aquilla,penelope,,,true,false
w07-dist-aspermont-roby,7,2026-10-09,aspermont,roby,,,true,false
w07-dist-avalon-covington,7,2026-10-09,avalon,covington,,,true,false
w07-dist-baird-paint-rock,7,2026-10-09,baird,paint-rock,,,true,false
w07-dist-balmorhea-sanderson,7,2026-10-09,balmorhea,sanderson,,,true,false
w07-dist-benjamin-paint-creek,7,2026-10-09,benjamin,paint-creek,,,true,false
w07-dist-blackwell-panther-creek,7,2026-10-09,blackwell,panther-creek,,,true,false
w07-dist-blanket-priddy,7,2026-10-09,blanket,priddy,,,true,false
w07-dist-bluff-dale-milford,7,2026-10-09,bluff-dale,milford,,,true,false
w07-dist-booker-white-deer,7,2026-10-09,booker,white-deer,,,true,false
w07-dist-borden-county-odonnell,7,2026-10-09,borden-county,odonnell,,,true,false
w07-dist-boys-ranch-wildorado,7,2026-10-09,boys-ranch,wildorado,,,true,false
w07-dist-bronte-paint-rock,7,2026-10-09,bronte,paint-rock,,,true,false
w07-dist-brookesmith-richland-springs,7,2026-10-09,brookesmith,richland-springs,,,true,false
w07-dist-bruni-medina,7,2026-10-09,bruni,medina,,,true,false
w07-dist-bryson-perrin-whitt,7,2026-10-09,bryson,perrin-whitt,,,true,false
w07-dist-buena-vista-grady,7,2026-10-09,buena-vista,grady,,,true,false
w07-dist-burkeville-union-hill,7,2026-10-09,burkeville,union-hill,,,true,false
w07-dist-bynum-oakwood,7,2026-10-09,bynum,oakwood,,,true,false
w07-dist-campbell-savoy,7,2026-10-09,campbell,savoy,,,true,false
w07-dist-cherokee-rochelle,7,2026-10-09,cherokee,rochelle,,,true,false
w07-dist-chillicothe-motley-county,7,2026-10-09,chillicothe,motley-county,,,true,false
w07-dist-cotton-center-lazbuddie,7,2026-10-09,cotton-center,lazbuddie,,,true,false
w07-dist-cranfills-gap-morgan,7,2026-10-09,cranfills-gap,morgan,,,true,false
w07-dist-crowell-motley-county,7,2026-10-09,crowell,motley-county,,,true,false
w07-dist-dawson-southland,7,2026-10-09,dawson,southland,,,true,false
w07-dist-dell-city-sierra-blanca,7,2026-10-09,dell-city,sierra-blanca,,,true,false
w07-dist-eden-sterling-city,7,2026-10-09,eden,sterling-city,,,true,false
w07-dist-evant-oglesby,7,2026-10-09,evant,oglesby,,,true,false
w07-dist-fannindel-trinidad,7,2026-10-09,fannindel,trinidad,,,true,false
w07-dist-follett-lefors,7,2026-10-09,follett,lefors,,,true,false
w07-dist-forestburg-throckmorton,7,2026-10-09,forestburg,throckmorton,,,true,false
w07-dist-fort-hancock-rankin,7,2026-10-09,fort-hancock,rankin,,,true,false
w07-dist-gold-burg-woodson,7,2026-10-09,gold-burg,woodson,,,true,false
w07-dist-gordon-may,7,2026-10-09,gordon,may,,,true,false
w07-dist-gorman-ranger,7,2026-10-09,gorman,ranger,,,true,false
w07-dist-groom-lefors,7,2026-10-09,groom,lefors,,,true,false
w07-dist-gustine-zephyr,7,2026-10-09,gustine,zephyr,,,true,false
w07-dist-guthrie-paducah,7,2026-10-09,guthrie,paducah,,,true,false
w07-dist-happy-silverton,7,2026-10-09,happy,silverton,,,true,false
w07-dist-hedley-mclean,7,2026-10-09,hedley,mclean,,,true,false
w07-dist-hermleigh-roby,7,2026-10-09,hermleigh,roby,,,true,false
w07-dist-highland-robert-lee,7,2026-10-09,highland,robert-lee,,,true,false
w07-dist-ira-odonnell,7,2026-10-09,ira,odonnell,,,true,false
w07-dist-iredell-morgan,7,2026-10-09,iredell,morgan,,,true,false
w07-dist-irion-county-sterling-city,7,2026-10-09,irion-county,sterling-city,,,true,false
w07-dist-jayton-rotan,7,2026-10-09,jayton,rotan,,,true,false
w07-dist-klondike-sands,7,2026-10-09,klondike,sands,,,true,false
w07-dist-knippa-medina,7,2026-10-09,knippa,medina,,,true,false
w07-dist-knox-city-rule,7,2026-10-09,knox-city,rule,,,true,false
w07-dist-kopperl-three-way,7,2026-10-09,kopperl,three-way,,,true,false
w07-dist-leakey-nueces-canyon,7,2026-10-09,leakey,nueces-canyon,,,true,false
w07-dist-loop-southland,7,2026-10-09,loop,southland,,,true,false
w07-dist-loraine-trent,7,2026-10-09,loraine,trent,,,true,false
w07-dist-mclean-miami,7,2026-10-09,mclean,miami,,,true,false
w07-dist-meadow-wellman-union,7,2026-10-09,meadow,wellman-union,,,true,false
w07-dist-menard-veribest,7,2026-10-09,menard,veribest,,,true,false
w07-dist-moran-strawn,7,2026-10-09,moran,strawn,,,true,false
w07-dist-nazareth-whitharral,7,2026-10-09,nazareth,whitharral,,,true,false
w07-dist-nueces-canyon-prairie-lea,7,2026-10-09,nueces-canyon,prairie-lea,,,true,false
w07-dist-paducah-valley,7,2026-10-09,paducah,valley,,,true,false
w07-dist-pawnee-runge,7,2026-10-09,pawnee,runge,,,true,false
w07-dist-robert-lee-santa-anna,7,2026-10-09,robert-lee,santa-anna,,,true,false
w07-dist-rotan-spur,7,2026-10-09,rotan,spur,,,true,false
w07-dist-sands-westbrook,7,2026-10-09,sands,westbrook,,,true,false
w07-dist-three-way-walnut-springs,7,2026-10-09,three-way,walnut-springs,,,true,false
w07-dist-veribest-water-valley,7,2026-10-09,veribest,water-valley,,,true,false
w07-dist-wellman-union-wilson,7,2026-10-09,wellman-union,wilson,,,true,false
w08-dist-abbott-penelope,8,2026-10-16,abbott,penelope,,,true,false
w08-dist-amherst-lazbuddie,8,2026-10-16,amherst,lazbuddie,,,true,false
w08-dist-anton-lazbuddie,8,2026-10-16,anton,lazbuddie,,,true,false
w08-dist-aspermont-rotan,8,2026-10-16,aspermont,rotan,,,true,false
w08-dist-avalon-milford,8,2026-10-16,avalon,milford,,,true,false
w08-dist-baird-robert-lee,8,2026-10-16,baird,robert-lee,,,true,false
w08-dist-benjamin-rule,8,2026-10-16,benjamin,rule,,,true,false
w08-dist-blackwell-trent,8,2026-10-16,blackwell,trent,,,true,false
w08-dist-blanket-zephyr,8,2026-10-16,blanket,zephyr,,,true,false
w08-dist-blum-covington,8,2026-10-16,blum,covington,,,true,false
w08-dist-booker-wildorado,8,2026-10-16,booker,wildorado,,,true,false
w08-dist-borden-county-sands,8,2026-10-16,borden-county,sands,,,true,false
w08-dist-bronte-robert-lee,8,2026-10-16,bronte,robert-lee,,,true,false
w08-dist-brookesmith-rochelle,8,2026-10-16,brookesmith,rochelle,,,true,false
w08-dist-bruni-nueces-canyon,8,2026-10-16,bruni,nueces-canyon,,,true,false
w08-dist-buckholts-calvert,8,2026-10-16,buckholts,calvert,,,true,false
w08-dist-buena-vista-rankin,8,2026-10-16,buena-vista,rankin,,,true,false
w08-dist-bynum-trinidad,8,2026-10-16,bynum,trinidad,,,true,false
w08-dist-chester-leveretts-chapel,8,2026-10-16,chester,leveretts-chapel,,,true,false
w08-dist-chillicothe-paducah,8,2026-10-16,chillicothe,paducah,,,true,false
w08-dist-claude-white-deer,8,2026-10-16,claude,white-deer,,,true,false
w08-dist-coolidge-gholson,8,2026-10-16,coolidge,gholson,,,true,false
w08-dist-cotton-center-lorenzo,8,2026-10-16,cotton-center,lorenzo,,,true,false
w08-dist-cranfills-gap-three-way,8,2026-10-16,cranfills-gap,three-way,,,true,false
w08-dist-crowell-paducah,8,2026-10-16,crowell,paducah,,,true,false
w08-dist-dawson-wellman-union,8,2026-10-16,dawson,wellman-union,,,true,false
w08-dist-eden-veribest,8,2026-10-16,eden,veribest,,,true,false
w08-dist-follett-mclean,8,2026-10-16,follett,mclean,,,true,false
w08-dist-forestburg-woodson,8,2026-10-16,forestburg,woodson,,,true,false
w08-dist-fort-davis-marfa,8,2026-10-16,fort-davis,marfa,,,true,false
w08-dist-fruitvale-saint-jo,8,2026-10-16,fruitvale,saint-jo,,,true,false
w08-dist-garden-city-grady,8,2026-10-16,garden-city,grady,,,true,false
w08-dist-gordon-ranger,8,2026-10-16,gordon,ranger,,,true,false
w08-dist-grandfalls-royalty-rocksprings,8,2026-10-16,grandfalls-royalty,rocksprings,,,true,false
w08-dist-groom-mclean,8,2026-10-16,groom,mclean,,,true,false
w08-dist-guthrie-valley,8,2026-10-16,guthrie,valley,,,true,false
w08-dist-harrold-throckmorton,8,2026-10-16,harrold,throckmorton,,,true,false
w08-dist-hedley-miami,8,2026-10-16,hedley,miami,,,true,false
w08-dist-hermleigh-rotan,8,2026-10-16,hermleigh,rotan,,,true,false
w08-dist-highland-santa-anna,8,2026-10-16,highland,santa-anna,,,true,false
w08-dist-ira-sands,8,2026-10-16,ira,sands,,,true,false
w08-dist-iredell-three-way,8,2026-10-16,iredell,three-way,,,true,false
w08-dist-irion-county-veribest,8,2026-10-16,irion-county,veribest,,,true,false
w08-dist-jayton-spur,8,2026-10-16,jayton,spur,,,true,false
w08-dist-jonesboro-lometa,8,2026-10-16,jonesboro,lometa,,,true,false
w08-dist-klondike-westbrook,8,2026-10-16,klondike,westbrook,,,true,false
w08-dist-knippa-nueces-canyon,8,2026-10-16,knippa,nueces-canyon,,,true,false
w08-dist-kopperl-walnut-springs,8,2026-10-16,kopperl,walnut-springs,,,true,false
w08-dist-kress-petersburg,8,2026-10-16,kress,petersburg,,,true,false
w08-dist-leakey-prairie-lea,8,2026-10-16,leakey,prairie-lea,,,true,false
w08-dist-lingleville-may,8,2026-10-16,lingleville,may,,,true,false
w08-dist-lohn-richland-springs,8,2026-10-16,lohn,richland-springs,,,true,false
w08-dist-loop-wellman-union,8,2026-10-16,loop,wellman-union,,,true,false
w08-dist-lueders-avoca-paint-creek,8,2026-10-16,lueders-avoca,paint-creek,,,true,false
w08-dist-meadow-wilson,8,2026-10-16,meadow,wilson,,,true,false
w08-dist-menard-water-valley,8,2026-10-16,menard,water-valley,,,true,false
w08-dist-mount-calm-oakwood,8,2026-10-16,mount-calm,oakwood,,,true,false
w08-dist-mullin-priddy,8,2026-10-16,mullin,priddy,,,true,false
w08-dist-newcastle-northside,8,2026-10-16,newcastle,northside,,,true,false
w08-dist-olfen-panther-creek,8,2026-10-16,olfen,panther-creek,,,true,false
w08-dist-pawnee-san-perlita,8,2026-10-16,pawnee,san-perlita,,,true,false
w08-dist-rising-star-sidney,8,2026-10-16,rising-star,sidney,,,true,false
w08-dist-springlake-earth-whiteface,8,2026-10-16,springlake-earth,whiteface,,,true,false
